Prompt,Ground-truth,PolyNC_prediction
Predict the bandgap crystal of the following SMILES: c1(C=C*)ccc(*)n1CCCCCC,1.3683,1.7567
Predict the bandgap crystal of the following SMILES: c1c(C=C*)n(CCCCCC)c(*)c1,1.3683,1.85
Predict the bandgap crystal of the following SMILES: c1c(*)n(CCCCCC)c(C=C*)c1,1.3683,1.9494
Predict the bandgap crystal of the following SMILES: c1(C=C*)ccc(*)n1CCCCCC,1.3683,1.7567
Predict the bandgap crystal of the following SMILES: C(CCn1c(C=C*)ccc1*)CCC,1.3683,1.7813
Predict the bandgap crystal of the following SMILES: CCCCCCn1c(*)ccc1C=C*,1.3683,1.8601
Predict the bandgap crystal of the following SMILES: C(CCCCn1c(*)ccc1C=C*)C,1.3683,1.9494
Predict the bandgap crystal of the following SMILES: n1(CCCCCC)c(*)ccc1C=C*,1.3683,1.85
Predict the bandgap crystal of the following SMILES: c1c(*)n(CCCCCC)c(C=C*)c1,1.3683,1.9494
Predict the bandgap crystal of the following SMILES: *c1n(CCCCCC)c(C=C*)cc1,1.3683,1.85
Predict the bandgap crystal of the following SMILES: C(CCC)CCn1c(C=C*)ccc1*,1.3683,1.7494
Predict the bandgap crystal of the following SMILES: CCCCCCn1c(C=C*)ccc1*,1.3683,1.8601
Predict the bandgap crystal of the following SMILES: C(CCCC)Cn1c(*)ccc1C=C*,1.3683,1.9494
Predict the bandgap crystal of the following SMILES: C(CCCC)Cn1c(*)ccc1C=C*,1.3683,1.9494
Predict the bandgap crystal of the following SMILES: C(c1n(CCCCCC)c(*)cc1)=C*,1.3683,0.75
Predict the bandgap crystal of the following SMILES: C(C)CCCCn1c(*)ccc1C=C*,1.3683,1.7494
Predict the bandgap crystal of the following SMILES: C(CCCn1c(*)ccc1C=C*)CC,1.3683,1.7494
Predict the bandgap crystal of the following SMILES: c1c(C=C*)n(CCCCCC)c(*)c1,1.3683,1.85
Predict the bandgap crystal of the following SMILES: C(n1c(*)ccc1C=C*)CCCCC,1.3683,1.9494
Predict the bandgap crystal of the following SMILES: C(CCn1c(C=C*)ccc1*)CCC,1.3683,1.7813
Predict the bandgap crystal of the following SMILES: C(*)(O*)CCl,7.1982,5.6753
Predict the bandgap crystal of the following SMILES: ClCC(O*)*,7.1982,6.7501
Predict the bandgap crystal of the following SMILES: C(O*)(CCl)*,7.1982,6.5974
Predict the bandgap crystal of the following SMILES: *C(CCl)O*,7.1982,6.5974
Predict the bandgap crystal of the following SMILES: *C(O*)CCl,7.1982,5.8653
Predict the bandgap crystal of the following SMILES: *C(CCl)O*,7.1982,6.5974
Predict the bandgap crystal of the following SMILES: C(C(*)O*)Cl,7.1982,6.5974
Predict the bandgap crystal of the following SMILES: C(C(*)O*)Cl,7.1982,6.5974
Predict the bandgap crystal of the following SMILES: *C(O*)CCl,7.1982,5.8653
Predict the bandgap crystal of the following SMILES: C(Cl)C(*)O*,7.1982,6.5974
Predict the bandgap crystal of the following SMILES: C(C(O*)*)Cl,7.1982,6.5974
Predict the bandgap crystal of the following SMILES: C(C(O*)*)Cl,7.1982,6.5974
Predict the bandgap crystal of the following SMILES: C(*)(O*)CCl,7.1982,5.6753
Predict the bandgap crystal of the following SMILES: ClCC(O*)*,7.1982,6.7501
Predict the bandgap crystal of the following SMILES: O(*)C(*)CCl,7.1982,6.5974
Predict the bandgap crystal of the following SMILES: *OC(*)CCl,7.1982,5.6753
Predict the bandgap crystal of the following SMILES: C(C(*)O*)Cl,7.1982,6.5974
Predict the bandgap crystal of the following SMILES: *C(O*)CCl,7.1982,5.8653
Predict the bandgap crystal of the following SMILES: ClCC(O*)*,7.1982,6.7501
Predict the bandgap crystal of the following SMILES: *C(O*)CCl,7.1982,5.8653
Predict the bandgap crystal of the following SMILES: n1c(*)sc(*)c1,1.7987,1.9494
Predict the bandgap crystal of the following SMILES: s1c(*)cnc1*,1.7987,1.9494
Predict the bandgap crystal of the following SMILES: c1(*)cnc(*)s1,1.7987,2.0594
Predict the bandgap crystal of the following SMILES: s1c(*)cnc1*,1.7987,1.9494
Predict the bandgap crystal of the following SMILES: s1c(*)ncc1*,1.7987,1.9494
Predict the bandgap crystal of the following SMILES: *c1ncc(*)s1,1.7987,1.9494
Predict the bandgap crystal of the following SMILES: c1(*)ncc(*)s1,1.7987,2.0594
Predict the bandgap crystal of the following SMILES: c1c(*)sc(*)n1,1.7987,2.0594
Predict the bandgap crystal of the following SMILES: *c1sc(*)cn1,1.7987,1.9494
Predict the bandgap crystal of the following SMILES: c1nc(*)sc1*,1.7987,1.9898
Predict the bandgap crystal of the following SMILES: c1(*)ncc(*)s1,1.7987,2.0594
Predict the bandgap crystal of the following SMILES: *c1ncc(*)s1,1.7987,1.9494
Predict the bandgap crystal of the following SMILES: n1cc(*)sc1*,1.7987,1.9494
Predict the bandgap crystal of the following SMILES: c1(*)sc(*)nc1,1.7987,2.0594
Predict the bandgap crystal of the following SMILES: c1nc(*)sc1*,1.7987,1.9898
Predict the bandgap crystal of the following SMILES: c1(*)sc(*)nc1,1.7987,2.0594
Predict the bandgap crystal of the following SMILES: c1nc(*)sc1*,1.7987,1.9898
Predict the bandgap crystal of the following SMILES: *c1cnc(*)s1,1.7987,2.3299
Predict the bandgap crystal of the following SMILES: *c1sc(*)cn1,1.7987,1.9494
Predict the bandgap crystal of the following SMILES: n1cc(*)sc1*,1.7987,1.9494
Predict the bandgap crystal of the following SMILES: C1(*)(F)OC(C(Cl)(F)F)(C(F)(F)F)OC1(*)F,7.8208,8.0982
Predict the bandgap crystal of the following SMILES: FC1(*)C(F)(*)OC(C(F)(F)F)(C(F)(F)Cl)O1,7.8208,6.0985
Predict the bandgap crystal of the following SMILES: FC(Cl)(F)C1(C(F)(F)F)OC(F)(*)C(F)(*)O1,7.8208,8.0285
Predict the bandgap crystal of the following SMILES: FC(C1(C(F)(F)Cl)OC(F)(*)C(F)(*)O1)(F)F,7.8208,8.0285
Predict the bandgap crystal of the following SMILES: C(C1(C(Cl)(F)F)OC(F)(*)C(F)(*)O1)(F)(F)F,7.8208,8.0286
Predict the bandgap crystal of the following SMILES: C(F)(F)(F)C1(C(F)(F)Cl)OC(*)(F)C(F)(*)O1,7.8208,8.0285
Predict the bandgap crystal of the following SMILES: C(F)(F)(C1(C(F)(F)F)OC(*)(F)C(F)(*)O1)Cl,7.8208,8.0985
Predict the bandgap crystal of the following SMILES: O1C(*)(F)C(*)(F)OC1(C(F)(F)F)C(F)(F)Cl,7.8208,6.3385
Predict the bandgap crystal of the following SMILES: C1(F)(*)OC(C(Cl)(F)F)(C(F)(F)F)OC1(F)*,7.8208,8.0982
Predict the bandgap crystal of the following SMILES: FC1(*)C(*)(F)OC(C(F)(F)F)(C(Cl)(F)F)O1,7.8208,6.9544
Predict the bandgap crystal of the following SMILES: O1C(*)(F)C(F)(*)OC1(C(F)(F)F)C(F)(F)Cl,7.8208,6.0228
Predict the bandgap crystal of the following SMILES: C1(C(Cl)(F)F)(C(F)(F)F)OC(*)(F)C(*)(F)O1,7.8208,8.0985
Predict the bandgap crystal of the following SMILES: C(F)(F)(C1(C(F)(Cl)F)OC(*)(F)C(F)(*)O1)F,7.8208,8.0285
Predict the bandgap crystal of the following SMILES: FC1(*)C(F)(*)OC(C(F)(F)F)(C(F)(F)Cl)O1,7.8208,6.0985
Predict the bandgap crystal of the following SMILES: *C1(F)C(F)(*)OC(C(F)(F)Cl)(C(F)(F)F)O1,7.8208,8.0985
Predict the bandgap crystal of the following SMILES: FC1(*)OC(C(F)(F)Cl)(C(F)(F)F)OC1(*)F,7.8208,8.0982
Predict the bandgap crystal of the following SMILES: C1(*)(F)OC(C(F)(F)F)(C(F)(F)Cl)OC1(*)F,7.8208,8.0985
Predict the bandgap crystal of the following SMILES: FC(F)(Cl)C1(C(F)(F)F)OC(F)(*)C(F)(*)O1,7.8208,8.0285
Predict the bandgap crystal of the following SMILES: C(C1(C(F)(F)Cl)OC(F)(*)C(F)(*)O1)(F)(F)F,7.8208,8.0285
Predict the bandgap crystal of the following SMILES: FC(C1(C(F)(F)F)OC(F)(*)C(*)(F)O1)(F)Cl,7.8208,8.0285
Predict the bandgap crystal of the following SMILES: *CCOCCOCCOC(=O)CCCCCCC(O*)=O,6.184,6.7224
Predict the bandgap crystal of the following SMILES: C(OC(=O)CCCCCCC(=O)O*)COCCOCC*,6.184,6.7224
Predict the bandgap crystal of the following SMILES: C(C(OCCOCCOCC*)=O)CCCCCC(O*)=O,6.184,6.7224
Predict the bandgap crystal of the following SMILES: C(CCCCC(O*)=O)CC(=O)OCCOCCOCC*,6.184,6.6301
Predict the bandgap crystal of the following SMILES: C(CCCC(O*)=O)CCC(=O)OCCOCCOCC*,6.184,6.7224
Predict the bandgap crystal of the following SMILES: C(COCCOCC*)OC(=O)CCCCCCC(O*)=O,6.184,6.7224
Predict the bandgap crystal of the following SMILES: C(COCC*)OCCOC(CCCCCCC(=O)O*)=O,6.184,6.4908
Predict the bandgap crystal of the following SMILES: *CCOCCOCCOC(CCCCCCC(=O)O*)=O,6.184,6.4908
Predict the bandgap crystal of the following SMILES: C(OC(=O)CCCCCCC(=O)O*)COCCOCC*,6.184,6.7224
Predict the bandgap crystal of the following SMILES: O=C(CCCCCCC(=O)O*)OCCOCCOCC*,6.184,6.4908
Predict the bandgap crystal of the following SMILES: C(CCCCCC(=O)O*)C(=O)OCCOCCOCC*,6.184,6.7224
Predict the bandgap crystal of the following SMILES: C(CC(=O)OCCOCCOCC*)CCCCC(O*)=O,6.184,6.7224
Predict the bandgap crystal of the following SMILES: O(C(=O)CCCCCCC(OCCOCCOCC*)=O)*,6.184,6.7224
Predict the bandgap crystal of the following SMILES: C(CCCCC(=O)OCCOCCOCC*)CC(O*)=O,6.184,6.7224
Predict the bandgap crystal of the following SMILES: C(CCCCC(=O)OCCOCCOCC*)CC(=O)O*,6.184,6.7224
Predict the bandgap crystal of the following SMILES: C(COCCOC(CCCCCCC(=O)O*)=O)OCC*,6.184,6.7224
Predict the bandgap crystal of the following SMILES: O(*)C(CCCCCCC(=O)OCCOCCOCC*)=O,6.184,6.4908
Predict the bandgap crystal of the following SMILES: C(CC(=O)OCCOCCOCC*)CCCCC(O*)=O,6.184,6.7224
Predict the bandgap crystal of the following SMILES: O=C(CCCCCCC(=O)OCCOCCOCC*)O*,6.184,6.2681
Predict the bandgap crystal of the following SMILES: C(COCC*)OCCOC(=O)CCCCCCC(=O)O*,6.184,6.7224
Predict the bandgap crystal of the following SMILES: C(CCCCC*)(S*)=O,5.0001,4.7777
Predict the bandgap crystal of the following SMILES: C(C*)CCCC(=O)S*,5.0001,5.0737
Predict the bandgap crystal of the following SMILES: S(*)C(CCCCC*)=O,5.0001,5.3183
Predict the bandgap crystal of the following SMILES: *CCCCCC(=O)S*,5.0001,4.3365
Predict the bandgap crystal of the following SMILES: C(CCCC(S*)=O)C*,5.0001,5.3183
Predict the bandgap crystal of the following SMILES: C(CCC*)CC(S*)=O,5.0001,4.7199
Predict the bandgap crystal of the following SMILES: C(CCCC*)C(S*)=O,5.0001,4.7777
Predict the bandgap crystal of the following SMILES: O=C(S*)CCCCC*,5.0001,4.3365
Predict the bandgap crystal of the following SMILES: C(CCCC(=O)S*)C*,5.0001,4.2199
Predict the bandgap crystal of the following SMILES: *CCCCCC(S*)=O,5.0001,4.3365
Predict the bandgap crystal of the following SMILES: S(C(CCCCC*)=O)*,5.0001,4.7777
Predict the bandgap crystal of the following SMILES: C(CCCCC(=O)S*)*,5.0001,4.3365
Predict the bandgap crystal of the following SMILES: *CCCCCC(S*)=O,5.0001,4.3365
Predict the bandgap crystal of the following SMILES: C(CCCCC*)(=O)S*,5.0001,4.7777
Predict the bandgap crystal of the following SMILES: C(CC*)CCC(=O)S*,5.0001,5.0365
Predict the bandgap crystal of the following SMILES: C(C(=O)S*)CCCC*,5.0001,4.3365
Predict the bandgap crystal of the following SMILES: *CCCCCC(=O)S*,5.0001,4.3365
Predict the bandgap crystal of the following SMILES: C(CC*)CCC(S*)=O,5.0001,5.0365
Predict the bandgap crystal of the following SMILES: S(C(=O)CCCCC*)*,5.0001,5.0179
Predict the bandgap crystal of the following SMILES: S(*)C(CCCCC*)=O,5.0001,5.3183
Predict the atomization energy of the following SMILES: c1cc(Cc2ccc(O*)cc2)ccc1*,-6.18,-6.09
Predict the atomization energy of the following SMILES: c1(Cc2ccc(*)cc2)ccc(O*)cc1,-6.18,-6.09
Predict the atomization energy of the following SMILES: c1c(*)ccc(Cc2ccc(O*)cc2)c1,-6.18,-6.09
Predict the atomization energy of the following SMILES: c1cc(*)ccc1Cc1ccc(O*)cc1,-6.18,-6.09
Predict the atomization energy of the following SMILES: c1c(*)ccc(Cc2ccc(O*)cc2)c1,-6.18,-6.09
Predict the atomization energy of the following SMILES: c1(Cc2ccc(*)cc2)ccc(O*)cc1,-6.18,-6.09
Predict the atomization energy of the following SMILES: c1c(Cc2ccc(*)cc2)ccc(O*)c1,-6.18,-6.09
Predict the atomization energy of the following SMILES: *c1ccc(Cc2ccc(O*)cc2)cc1,-6.18,-6.09
Predict the atomization energy of the following SMILES: *c1ccc(Cc2ccc(O*)cc2)cc1,-6.18,-6.09
Predict the atomization energy of the following SMILES: O(c1ccc(Cc2ccc(*)cc2)cc1)*,-6.18,-6.09
Predict the atomization energy of the following SMILES: c1c(Cc2ccc(O*)cc2)ccc(*)c1,-6.18,-6.09
Predict the atomization energy of the following SMILES: c1(Cc2ccc(O*)cc2)ccc(*)cc1,-6.18,-6.09
Predict the atomization energy of the following SMILES: *Oc1ccc(Cc2ccc(*)cc2)cc1,-6.18,-6.09
Predict the atomization energy of the following SMILES: c1c(Cc2ccc(*)cc2)ccc(O*)c1,-6.18,-6.09
Predict the atomization energy of the following SMILES: c1c(*)ccc(Cc2ccc(O*)cc2)c1,-6.18,-6.09
Predict the atomization energy of the following SMILES: c1(O*)ccc(-c2ccc(C(=O)*)cc2)cc1,-6.44,-6.34
Predict the atomization energy of the following SMILES: c1cc(-c2ccc(C(=O)*)cc2)ccc1O*,-6.44,-6.29
Predict the atomization energy of the following SMILES: c1(C(*)=O)ccc(-c2ccc(O*)cc2)cc1,-6.44,-6.29
Predict the atomization energy of the following SMILES: C(*)(c1ccc(-c2ccc(O*)cc2)cc1)=O,-6.44,-6.29
Predict the atomization energy of the following SMILES: c1(C(*)=O)ccc(-c2ccc(O*)cc2)cc1,-6.44,-6.29
Predict the atomization energy of the following SMILES: O=C(*)c1ccc(-c2ccc(O*)cc2)cc1,-6.44,-6.34
Predict the atomization energy of the following SMILES: c1(-c2ccc(O*)cc2)ccc(C(=O)*)cc1,-6.44,-6.34
Predict the atomization energy of the following SMILES: c1(-c2ccc(C(*)=O)cc2)ccc(O*)cc1,-6.44,-6.34
Predict the atomization energy of the following SMILES: c1(O*)ccc(-c2ccc(C(=O)*)cc2)cc1,-6.44,-6.34
Predict the atomization energy of the following SMILES: c1c(-c2ccc(O*)cc2)ccc(C(=O)*)c1,-6.44,-6.34
Predict the atomization energy of the following SMILES: C(=O)(c1ccc(-c2ccc(O*)cc2)cc1)*,-6.44,-6.34
Predict the atomization energy of the following SMILES: c1(-c2ccc(C(=O)*)cc2)ccc(O*)cc1,-6.44,-6.34
Predict the atomization energy of the following SMILES: c1cc(C(*)=O)ccc1-c1ccc(O*)cc1,-6.44,-6.38
Predict the atomization energy of the following SMILES: c1cc(-c2ccc(C(*)=O)cc2)ccc1O*,-6.44,-6.29
Predict the atomization energy of the following SMILES: c1c(C(=O)*)ccc(-c2ccc(O*)cc2)c1,-6.44,-6.34
Predict the atomization energy of the following SMILES: *NCCC*,-5.18,-5.21
Predict the atomization energy of the following SMILES: C(*)CCN*,-5.18,-5.21
Predict the atomization energy of the following SMILES: C(N*)CC*,-5.18,-5.21
Predict the atomization energy of the following SMILES: *CCCN*,-5.18,-5.22
Predict the atomization energy of the following SMILES: C(*)CCN*,-5.18,-5.21
Predict the atomization energy of the following SMILES: C(CC*)N*,-5.18,-5.21
Predict the atomization energy of the following SMILES: N(*)CCC*,-5.18,-5.21
Predict the atomization energy of the following SMILES: C(*)CCN*,-5.18,-5.21
Predict the atomization energy of the following SMILES: C(C*)CN*,-5.18,-5.22
Predict the atomization energy of the following SMILES: *NCCC*,-5.18,-5.21
Predict the atomization energy of the following SMILES: *CCCN*,-5.18,-5.22
Predict the atomization energy of the following SMILES: C(CC*)N*,-5.18,-5.21
Predict the atomization energy of the following SMILES: *CCCN*,-5.18,-5.22
Predict the atomization energy of the following SMILES: *CCCN*,-5.18,-5.22
Predict the atomization energy of the following SMILES: *CCCN*,-5.18,-5.22
Predict the atomization energy of the following SMILES: O=C(NO*)NOC(NC*)=O,-5.82,-5.67
Predict the atomization energy of the following SMILES: C(NOC(=O)NC*)(=O)NO*,-5.82,-5.67
Predict the atomization energy of the following SMILES: C(NO*)(NOC(NC*)=O)=O,-5.82,-5.67
Predict the atomization energy of the following SMILES: N(C(NOC(NC*)=O)=O)O*,-5.82,-5.66
Predict the atomization energy of the following SMILES: N(C(=O)NO*)OC(=O)NC*,-5.82,-5.66
Predict the atomization energy of the following SMILES: *ONC(NOC(NC*)=O)=O,-5.82,-5.66
Predict the atomization energy of the following SMILES: *ONC(=O)NOC(=O)NC*,-5.82,-5.67
Predict the atomization energy of the following SMILES: C(NC(ONC(NO*)=O)=O)*,-5.82,-5.59
Predict the atomization energy of the following SMILES: O=C(NOC(=O)NC*)NO*,-5.82,-5.67
Predict the atomization energy of the following SMILES: N(C(NO*)=O)OC(=O)NC*,-5.82,-5.62
Predict the atomization energy of the following SMILES: O=C(ONC(=O)NO*)NC*,-5.82,-5.67
Predict the atomization energy of the following SMILES: *ONC(NOC(=O)NC*)=O,-5.82,-5.67
Predict the atomization energy of the following SMILES: C(*)NC(=O)ONC(=O)NO*,-5.82,-5.62
Predict the atomization energy of the following SMILES: C(NOC(=O)NC*)(NO*)=O,-5.82,-5.67
Predict the atomization energy of the following SMILES: *ONC(=O)NOC(NC*)=O,-5.82,-5.66
Predict the atomization energy of the following SMILES: c1(-c2ccc(C(N*)=O)cc2)ccc(*)cc1,-6.4,-6.29
Predict the atomization energy of the following SMILES: O=C(c1ccc(-c2ccc(*)cc2)cc1)N*,-6.4,-6.31
Predict the atomization energy of the following SMILES: C(=O)(c1ccc(-c2ccc(*)cc2)cc1)N*,-6.4,-6.29
Predict the atomization energy of the following SMILES: *NC(c1ccc(-c2ccc(*)cc2)cc1)=O,-6.4,-6.26
Predict the atomization energy of the following SMILES: c1cc(-c2ccc(*)cc2)ccc1C(=O)N*,-6.4,-6.31
Predict the atomization energy of the following SMILES: O=C(N*)c1ccc(-c2ccc(*)cc2)cc1,-6.4,-6.29
Predict the atomization energy of the following SMILES: c1c(-c2ccc(C(N*)=O)cc2)ccc(*)c1,-6.4,-6.29
Predict the atomization energy of the following SMILES: c1cc(-c2ccc(*)cc2)ccc1C(=O)N*,-6.4,-6.31
Predict the atomization energy of the following SMILES: c1cc(*)ccc1-c1ccc(C(N*)=O)cc1,-6.4,-6.29
Predict the atomization energy of the following SMILES: *c1ccc(-c2ccc(C(N*)=O)cc2)cc1,-6.4,-6.34
Predict the atomization energy of the following SMILES: c1cc(-c2ccc(*)cc2)ccc1C(N*)=O,-6.4,-6.29
Predict the atomization energy of the following SMILES: c1c(-c2ccc(C(=O)N*)cc2)ccc(*)c1,-6.4,-6.29
Predict the atomization energy of the following SMILES: *c1ccc(-c2ccc(C(=O)N*)cc2)cc1,-6.4,-6.34
Predict the atomization energy of the following SMILES: c1(*)ccc(-c2ccc(C(=O)N*)cc2)cc1,-6.4,-6.29
Predict the atomization energy of the following SMILES: C(N*)(c1ccc(-c2ccc(*)cc2)cc1)=O,-6.4,-6.31
Predict the atomization energy of the following SMILES: c1(C(=S)C(Nc2ccc(-c3ccc(*)s3)cc2)=O)ccc(C(=S)c2sc(*)cc2)s1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1(NC(=O)C(=S)c2ccc(C(c3sc(*)cc3)=S)s2)ccc(-c2ccc(*)s2)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1cc(C(=S)c2ccc(*)s2)sc1C(=S)C(=O)Nc1ccc(-c2ccc(*)s2)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: S=C(c1sc(*)cc1)c1ccc(C(C(=O)Nc2ccc(-c3ccc(*)s3)cc2)=S)s1,-6.19,-6.22
Predict the atomization energy of the following SMILES: C(=S)(c1sc(*)cc1)c1sc(C(C(=O)Nc2ccc(-c3sc(*)cc3)cc2)=S)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1c(C(=S)c2ccc(C(=S)C(=O)Nc3ccc(-c4ccc(*)s4)cc3)s2)sc(*)c1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1(*)sc(-c2ccc(NC(=O)C(c3ccc(C(=S)c4sc(*)cc4)s3)=S)cc2)cc1,-6.19,-6.12
Predict the atomization energy of the following SMILES: c1(-c2ccc(*)s2)ccc(NC(C(c2ccc(C(=S)c3ccc(*)s3)s2)=S)=O)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1(C(C(=O)Nc2ccc(-c3sc(*)cc3)cc2)=S)sc(C(c2ccc(*)s2)=S)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1(C(c2ccc(*)s2)=S)sc(C(C(=O)Nc2ccc(-c3sc(*)cc3)cc2)=S)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1(*)ccc(C(=S)c2ccc(C(C(Nc3ccc(-c4sc(*)cc4)cc3)=O)=S)s2)s1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1(C(=S)c2sc(C(=S)C(Nc3ccc(-c4ccc(*)s4)cc3)=O)cc2)ccc(*)s1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1cc(NC(C(=S)c2sc(C(=S)c3ccc(*)s3)cc2)=O)ccc1-c1sc(*)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: s1c(C(=S)C(Nc2ccc(-c3sc(*)cc3)cc2)=O)ccc1C(=S)c1sc(*)cc1,-6.19,-6.22
Predict the atomization energy of the following SMILES: c1cc(-c2ccc(*)s2)ccc1NC(C(=S)c1ccc(C(c2ccc(*)s2)=S)s1)=O,-6.19,-6.22
Predict the atomization energy of the following SMILES: S=C(*)OC(c1ccc(*)s1)=S,-5.95,-5.87
Predict the atomization energy of the following SMILES: c1(*)ccc(C(=S)OC(*)=S)s1,-5.95,-6.05
Predict the atomization energy of the following SMILES: C(c1ccc(*)s1)(OC(*)=S)=S,-5.95,-5.87
Predict the atomization energy of the following SMILES: C(=S)(c1sc(*)cc1)OC(=S)*,-5.95,-5.89
Predict the atomization energy of the following SMILES: S=C(c1ccc(*)s1)OC(*)=S,-5.95,-6.05
Predict the atomization energy of the following SMILES: c1cc(C(OC(=S)*)=S)sc1*,-5.95,-5.87
Predict the atomization energy of the following SMILES: C(OC(=S)c1ccc(*)s1)(*)=S,-5.95,-5.89
Predict the atomization energy of the following SMILES: *C(=S)OC(=S)c1sc(*)cc1,-5.95,-5.89
Predict the atomization energy of the following SMILES: c1cc(*)sc1C(OC(=S)*)=S,-5.95,-5.87
Predict the atomization energy of the following SMILES: C(OC(c1sc(*)cc1)=S)(*)=S,-5.95,-5.89
Predict the atomization energy of the following SMILES: *c1sc(C(=S)OC(*)=S)cc1,-5.95,-5.87
Predict the atomization energy of the following SMILES: s1c(C(OC(*)=S)=S)ccc1*,-5.95,-5.84
Predict the atomization energy of the following SMILES: O(C(*)=S)C(c1sc(*)cc1)=S,-5.95,-5.89
Predict the atomization energy of the following SMILES: S=C(*)OC(c1ccc(*)s1)=S,-5.95,-5.87
Predict the atomization energy of the following SMILES: c1c(C(=S)OC(*)=S)sc(*)c1,-5.95,-6.05
